2024-06-25 Decaf WOW! (0.60)
2024-05-21 Harrar Longberry (0.00)
2024-05-15 Yirgacheffe (-7.80)
2024-04-16 Tomazini (0.00)
2024-03-19 Espigao (5.06)
2024-03-05 Yirgacheffe (10.99)
2024-03-05 Decaf WOW! (2.60)
2024-03-05 Volcan Galeras Supremo (12.30)
2024-03-05 Yellow Bourbon (8.73)
2024-03-05 Espigao (49.54)
